Id,Nom_festival,Type,Region,Ville,Geocode,Annee,Site_internet,Genre_musique,Spectacle_vivant,Cinema_audiovisuel,Art,Livre_litterature
FEST_59183_2061,Jamaican Docks Day,Musique,Hauts-de-France,Dunkerque,"51.0307229078, 2.33752414095",2013,4ecluses.com,Reggae / Dub / Ska / Soul / Funk  / World,,,,
FEST_11069_1251,Féria de Carcassonne,Musique,Occitanie,Carcassonne,"43.2093798444, 2.34398855385",2006,https://www.carcassonne.org/article-page/feria-de-carcassonne,thème culture hispanique,,,,
FEST_71073_1393,Circocopiaus,Spectacle vivant,Bourgogne-Franche-Comté,Chagny,"46.8985800984, 4.77433585145",2016,boumkao.fr,,,,,
FEST_85100_2409,Les Musicales du Pays de St. Gilles,Musique,Pays de la Loire,Givrand,"46.6822701061, -1.8787272243",2011,https://fr-fr.facebook.com/musicales.paysstgilles,,,,,
FEST_86062_1513,Théâtre du Clain / Les Comédiales,Spectacle vivant,Nouvelle-Aquitaine,Chasseneuil-du-Poitou,"46.6518600158, 0.361722698793",1999,http://fr-fr.facebook.com/LesComediales,,Théâtre,,,
FEST_73079_1534,Les sons du lac,Spectacle vivant,Auvergne-Rhône-Alpes,Châteauneuf,"45.5473788658, 6.18096637147",2007,lessonsdulac.fr,,Arts de la rue,,,
FEST_37063_1545,Musico'Châto,Musique,Centre-Val de Loire,Château-Renault,"47.592456846, 0.909725910608",2002,https://www.facebook.com/musicochato.fr/,"Chanson ou variété française, Jazz, blues, Métal, hard rock, Musique contemporaine, Musiques traditionnelles, Pop, rock",,,,
FEST_86070_1595,Quand on parle du Loup,Spectacle vivant,Nouvelle-Aquitaine,Chauvigny,"46.5545564256, 0.678622247419",2005,http://www.leloupquizozote.org,,Spectacle vivant pluridisciplinaire,,,
FEST_86070_1596,Temps Danse Jazz festival,Spectacle vivant,Nouvelle-Aquitaine,Chauvigny,"46.5545564256, 0.678622247419",2018,www.tempsdansejazzfestival.fr,,Spectacle vivant pluridisciplinaire,,,
FEST_55202_1663,Festival de Musique de Chambre d'Argonne,Musique,Grand Est,Clermont-en-Argonne,"49.0766831895, 5.0069025981",2011,www.fetemusicaledelaforet.fr,Musique classique,,,,
FEST_83045_1824,Encore encore,Musique,Provence-Alpes-Côte d'Azur,Correns,"43.4864185627, 6.06826217623",2020,encoreencorefestival.com,"Musique contemporaine, musiques électroniques, techno",,,,
FEST_71158_1908,Festival international de Cuisery,Spectacle vivant,Bourgogne-Franche-Comté,Cuisery,"46.5569799009, 4.99361378862",2015,https://www.facebook.com/groups/112234878088/?ref=share_group_link,,,,,
FEST_21231_1965,Ciné-concerts,"Cinéma, audiovisuel",Bourgogne-Franche-Comté,Dijon,"47.3229437965, 5.03788805877",2004,www.scenesoccupations.fr,,,Ciné-concert,,
FEST_59183_2063,La bonne aventure,Musique,Hauts-de-France,Dunkerque,"51.0307229078, 2.33752414095",2017,https://www.labonneaventurefestival.com,"Chanson ou variété française, Hip-hop, rap, slam, Musiques électroniques, techno, Pop, rock",,,,
FEST_67227_2098,Clair de Rue Clair de Nuit,Musique,Grand Est,Itterswiller,"48.3665982092, 7.42936455525",2000,www.clairderue.fr et www.clairdenuit.fr,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles, Variétés internationales, Musiques électroniques, techno, Pop, rock, Jazz, blues, Et 1 journée dédiée aux Arts de la Rue",,,,
FEST_50129_2121,Festival de Musique de Chambre en Val de Saire,Musique,Normandie,Equeurdreville-Hainneville,"49.633412156, -1.63390160204",2018,https://www.musique-valdesaire.fr/,Musique classique,,,,
FEST_77186_2251,Festival Django Reinhardt,Musique,Île-de-France,Fontainebleau,"48.4066856508, 2.68031396389",1968,http://www.festivaldjangoreinhardt.com,"Jazz, blues",,,,
FEST_54323_3429,Rock 'N' Roll Train Festival,Musique,Grand Est,Longwy,"49.5214021779, 5.76638370702",01/01/2013 00:00,http://www.rnr-train.fr/,Musiques amplifiées ou électroniques,,,,
FEST_85092_2263,Les Ricochets,Spectacle vivant,Pays de la Loire,Fontenay-le-Comte,"46.4563186117, -0.793449510859",1992,https://www.fontenay-le-comte.fr/,,"Cirque, Arts de la rue",,,
FEST_89202_2623,Notes d’éte à Irancy,Musique,Bourgogne-Franche-Comté,Irancy,"47.7118538877, 3.68956867667",2016,https://www.notesmusicales-irancy.com/le-festival,,,,,
FEST_83062_2775,Festival de dans'trad,Spectacle vivant,Provence-Alpes-Côte d'Azur,La Garde,"43.1263279384, 6.01898164719",2009,Non,,,,,
FEST_29097_2938,Les Tombées de la Nuit à l'Enclos,Musique,Bretagne,Lampaul-Guimiliau,"48.4836867404, -4.04069753915",1991,www.facebook.com/Tombeesdelanuitalenclos,"Chanson ou variété française, Musiques traditionnelles, Pop, rock",,,,
FEST_41113_3031,Festival de l'Académie Internationale des Heures Romantiques,Musique,Centre-Val de Loire,Lavardin,"47.7369568868, 0.886026450993",1998,https://www.academiedesheuresromantiques.fr/,Musique classique,,,,
FEST_04116_3262,Festivoix,Musique,Provence-Alpes-Côte d'Azur,Les Mées,"43.9944767361, 5.96601755581",1991,www.festivoix.fr,"Musiques classiques, du monde, gospel",,,,
FEST_53119_3299,les Epouvantails,Musique,Pays de la Loire,l'Huisserie,"48.0167338344, -0.766387903128",2013,Pas de site internet,,,,,
FEST_59350_3319,Art Up !,"Arts visuels, arts numériques",Hauts-de-France,Lille,"50.6317183168, 3.04783272312",2007,https://lille.art-up.com/,,,,,
FEST_86137_3460,Festival des Jeunes Talents en Loudunais,Musique,Nouvelle-Aquitaine,Loudun,"47.0098072856, 0.0990443124673",2005,www.facebook.com/festivaldesjeunestalentsloudun,Musiques classiques et savantes,,,,
FEST_47157_3667,Garorock,Musique,Nouvelle-Aquitaine,Marmande,"44.5055176845, 0.172174280849",1997,http://www.garorock.com/,Musiques actuelles,,,,
FEST_01185_5046,Festival de Théâtre d'Hauteville,Spectacle vivant,Auvergne-Rhône-Alpes,Plateau-d'Hauteville,"45.9696520061, 5.57627261783",1998,www.festivaltheatrehauteville.fr,,Théâtre,,,
FEST__7265,Salon international du livre océanien,"Livre, littérature",Polynésie française,Poindimié,"-20.931, 165.199",2003,https://fr-fr.facebook.com/Salon.international.du.livre.oceanien/,,,,,
FEST_71320_4065,Y'a pas la mer,Spectacle vivant,Bourgogne-Franche-Comté,Montmort,"46.6461358907, 4.49195438858",2018,https://festivalyapaslamer.com/,,,,,
FEST_79191_4437,Festival À 2 Bulles,"Livre, littérature",Nouvelle-Aquitaine,Niort,"46.328260242, -0.465353019369",2006,www.niortenbulles.fr,,,,,
FEST_23146_4481,Festival de Musique de Nouzerines,Musique,Nouvelle-Aquitaine,Nouzerines,"46.3891832834, 2.11086671444",2010,http://fr-fr.facebook.com/Patrimoine-Nouzerines23-637527773109349/,Musiques actuelles,,,,
FEST_44162_5902,Soleils Bleus,Musique,Pays de la Loire,Saint-Herblain,"47.2243762412, -1.63434818692",1999,www.onyx-culturel.org,,,,,
FEST_75115_4663,Eiffel Tower Kizomba Festival,Spectacle vivant,Île-de-France,Paris,"48.8567, 2.3508",2018,https://youtu.be/SRjr3cjUzPc,,Danse,,,
FEST_75120_4666,Et 20 l'été,Spectacle vivant,Île-de-France,Paris,"48.8567, 2.3508",2009,https://www.et20lete.com/,,Arts de la rue,,,
FEST_67462_6316,Rock Your Brain Fest,Musique,Grand Est,Sélestat,"48.2481136279, 7.46224896454",2013,www.zone51.net,"Métal, hard rock, Pop, rock, Punk",,,,
FEST_86194_5102,Bruisme,Musique,Nouvelle-Aquitaine,Poitiers,"46.5839207726, 0.359947653003",2011,http://www.jazzapoitiers.org,Musiques actuelles,,,,
FEST_86194_5105,Convention de Jonglerie Mamagabe,Spectacle vivant,Nouvelle-Aquitaine,Poitiers,"46.5839207726, 0.359947653003",2000,http://assomamagabe.blogspot.com/,,Arts du cirque,,,
FEST_76540_5533,Quadriennale Normandie impressionniste,"Arts visuels, arts numériques",Normandie,Rouen,"49.4413460103, 1.09256784278",2010,https://www.normandie-impressionniste.fr/,,,,,
FEST_63309_5582,Rencontres de la Saillante,Spectacle vivant,Auvergne-Rhône-Alpes,Saillant,"45.4486696779, 3.92581266951",2014,www.lasaillante.fr,,Théâtre,,,
FEST_06157_6966,Marathon du film,"Cinéma, audiovisuel",Provence-Alpes-Côte d'Azur,Vence,"43.7384640641, 7.10194436087",2015,https://www.marathondufilm.fr,,,Court métrage,,
FEST_70459_5667,Le rendez-vous musique classique,Musique,Bourgogne-Franche-Comté,Saint-Barthélemy,"47.7410393174, 6.60409347666",2012,http://lesrendezvous.org/,,,,,
FEST_68297_5988,Fest'Impro,Spectacle vivant,Grand Est,Saint-Louis,"47.6016553367, 7.54061872745",2006,www.athila.fr,,Théâtre,,,
FEST_79270_5998,Festival des enfants du Monde,Spectacle vivant,Nouvelle-Aquitaine,Saint-Maixent-l'École,"46.4128319027, -0.210238265156",1988,http://rife.asso.fr/,,Spectacle vivant pluridisciplinaire,,,
FEST_89368_6162,La fête de l'art,Musique,Bourgogne-Franche-Comté,Saint-Sauveur-en-Puisaye,"47.6390792978, 3.20437842755",2006,www.lapoeterie.com,"Musique contemporaine, Musiques du monde, Musiques électroniques, techno, Pop, rock",,,,
FEST_33506_6275,Sauveterre Fête Ses Vins,Spectacle vivant,Nouvelle-Aquitaine,Sauveterre-de-Guyenne,"44.7005227855, -0.0766193491952",1972,http://fr-fr.facebook.com/ComiteDAnimationsCulturelles/,,Spectacle vivant pluridisciplinaire,,,
FEST_34301_6344,BD À la Plage,"Livre, littérature",Occitanie,Sète,"43.3917705831, 3.64705148296",2011,https://www.bdplage.fr/,,,,,
FEST_67482_6437,FARSe,Spectacle vivant,Grand Est,Strasbourg,"48.5712679849, 7.76752679517",2015,https://farse.strasbourg.eu/,,Arts de la rue,,,
FEST_41259_6568,Gare à la Rochette,Musique,Centre-Val de Loire,Thorée-la-Rochette,"47.7859819999, 0.970946922736",2009,https://www.figureslibres.org/,"Musiques actuelles, Pop, rock",,,,
FEST_12281_6620,Rencontres musicales de Toulonjac,Musique,Occitanie,Toulonjac,"44.380429669, 1.99865710824",2020,https://www.legerfautdetoulonjac.fr/,,,,,
FEST_31555_6640,Faites de l'image,"Arts visuels, arts numériques",Occitanie,Toulouse,"43.5963814303, 1.43167293364",2001,http://lesvideophages.free.fr/fdli.html,,,Court métrage,,
FEST_31555_6657,Festival international de tango de Toulouse - Tangopostale,Spectacle vivant,Occitanie,Toulouse,"43.5963814303, 1.43167293364",2008,https://www.tangopostale.com/en/,,,,,
FEST_47001_14,Les Nuits d'été,Spectacle vivant,Nouvelle-Aquitaine,Agen,"44.2028139104, 0.625583928763",2009,http://www.lotetgaronne.fr/,,Spectacle vivant pluridisciplinaire,,,
FEST_76026_367,Festival de Musique Ancienne en Normandie,Musique,Normandie,Arques-la-Bataille,"49.8821767195, 1.1367858461",1998,www.academie-bach.fr,Musique classique,,,,
FEST_15014_467,Festival international de théâtre de rue d'Aurillac,Spectacle vivant,Auvergne-Rhône-Alpes,Aurillac,"44.9245233686, 2.44162453828",1986,www.aurillac.net,,Arts de la rue,,,
FEST_97361_553,La Nuit du Sanpula,Musique,Guyane,Awala-Yalimapo,"5.68354192071, -53.9162639219",2010,www.awala-yalimapo.fr,Musiques traditionnelles à prédominance Kali'na,,,,
FEST_62119_794,Les petits bonheurs,"Arts visuels, arts numériques",Hauts-de-France,Béthune,"50.5288922584, 2.64242379342",2016,https://www.bethunebruay.fr/fr/petitsbonheurs,,,,Street Art,
FEST_71037_835,Bissy sous les étoiles,Musique,Bourgogne-Franche-Comté,Bissy-sur-Fley,"46.6633352989, 4.6213986546",2001,www.pontus-de-tyard.com,"Chanson ou variété française, Jazz, blues, Musiques du monde, Musiques traditionnelles",,,,
FEST_33056_848,Vacances Percutantes,Musique,Nouvelle-Aquitaine,Blanquefort,"44.9231492741, -0.612268950301",2004,http://www.vacancespercutantes.fr/,Musiques actuelles,,,,
FEST_50090_1110,Ethereal Decibel Festival,Musique,Normandie,Buais-les-Monts,"48.5185588487, -0.971234303313",2016,https://www.etherealdecibel.com/?lang=fr,"Musiques électroniques, techno",,,,
FEST_62215_1298,Les éclectiques,Spectacle vivant,Hauts-de-France,Carvin,"50.4895185959, 2.94858062937",2018,http://www.festival-leseclectiques.fr/,,"Arts du cirque, arts de la rue",,,
FEST_79061_1354,Festival du Souffle,Musique,Nouvelle-Aquitaine,Celles-sur-Belle,"46.2405369288, -0.218181064771",2009,http://www.festivaldusouffle.com/,Musiques actuelles,,,,
FEST_39083_1362,Festi'rêves,Spectacle vivant,Bourgogne-Franche-Comté,Censeau,"46.8165867767, 6.07767180739",2001,https://www.animcenseau.fr/activites/festireves,,Théâtre,,,
FEST_02173_1593,Cantons…Chante!,Musique,Hauts-de-France,Chauny,"49.619880673, 3.21875355041",2003,http://www.cantonschante.com/,,,,,
FEST_50129_1611,Les Fieffés Musiciens,Musique,Normandie,Cherbourg-en-Cotentin,"49.633412156, -1.63390160204",2015,www.lesfieffesmusiciens,"Musique classique, Musique contemporaine",,,,
FEST_16102_1721,Coup de chauffe à Cognac,Spectacle vivant,Nouvelle-Aquitaine,Cognac,"45.6962326551, -0.33507941815",1995,http://www.avantscene.com,,Arts de la rue,,,
FEST_35085_1761,Extension Sauvage,Spectacle vivant,Bretagne,Combourg,"48.4083560805, -1.74519435019",2011,extensionsauvage.com,,Danse,,,
FEST_51217_2032,Le Dormantastique,"Livre, littérature",Grand Est,Dormans,"49.062193047, 3.6454130311",2014,www.ledormantastique.fr,,,,,"Bande dessinée, comics, manga, Fantastique, imaginaire, fantasy, salon du livre"
FEST_14258_2180,Festival Les Faltaisies,Spectacle vivant,Normandie,Falaise,"48.8957800281, -0.193401711782",2010,https://www.falaise.fr/agenda/faltaisies-2021/,,Arts de la rue,,,
FEST_57210_2203,Festival de Fenetrange,Musique,Grand Est,Fenetrange,"48.850716262, 7.00987117365",1978,www.festival-fenetrange.org,Musique classique,,,,
FEST_17163_2257,Soirées Musicales en Val-de-Seugne,Musique,Nouvelle-Aquitaine,Fontaines-d'Ozillac,"45.3786053942, -0.382932208818",1997,http://www.festival-valdeseugne.fr/,Musiques classiques et savantes,,,,
FEST_23192_2335,Lézart Vert,Musique,Nouvelle-Aquitaine,Fursac,"46.1269796893, 1.53252260223",2008,http://www.festival-lezartvert.com/,Musiques actuelles,,,,
FEST_31231_2450,"Festival RRRR (festival automne, solidaire et gratuit)",Spectacle vivant,Occitanie,Grazac,"43.3114150359, 1.44878574515",2007,https://festivalrrrr.wordpress.com/?fbclid=IwAR0hI6gFSjLsmzkabiRjuVjtxvRku-tUkpPOxrOT9UmDhV4SftDGl-cOsOA,,,,,
FEST_23096_2517,Les Sortilèges de La Pleine Lune,Spectacle vivant,Nouvelle-Aquitaine,Guéret,"46.1632121428, 1.87078672735",1995,http://www.gueret-tourisme.fr,,Théâtre,,,
FEST_14338_2587,Rencontres d'été théâtre & lecture en Normandie,"Livre, littérature",Normandie,Houlgate,"49.2974071263, -0.0677562139709",2002,www.rencontresdete.fr,,,,,"Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Poésie, littérature générale et littérature jeunesse"
FEST_33352_2813,Vivacité,Spectacle vivant,Nouvelle-Aquitaine,La Réole,"44.5860904495, -0.042370404021",1993,http://www.vivacite.info/,,Arts de la rue,,,
FEST_24223_2918,Festival Tradigordines,Musique,Nouvelle-Aquitaine,Lalinde,"44.8557735546, 0.74158538401",1999,http://www.tradigordines.com/,Musiques actuelles,,,,
FEST_76351_3101,Festival Moz'aïque,Musique,Normandie,Le Havre,"49.498452502, 0.140153719153",2009,https://mozaique.lehavre.fr/,,,,,
FEST_63236_3140,"Horizons, arts Nature en Sancy","Arts visuels, arts numériques",Auvergne-Rhône-Alpes,Le Mont-Dore,"45.5760999131, 2.80995918175",2006,https://www.horizons-sancy.com/,,,,"Installation, Sculpture, Exposition d'art contemporain dans des sites naturels",
FEST_32160_3404,Escoat é minja,Musique,Occitanie,L'Isle-Jourdain,"43.6144926041, 1.08127836593",2005,https://www.tourisme-occitanie.com/fr/fiche/fete-et-manifestation/festival-escota-e-minja-l-isle-jourdain_TFO32.FMA.32160.295281/,,,,,
FEST_58145_3453,Opéra Voyageur,Musique,Bourgogne-Franche-Comté,Lormes,"47.2894645643, 3.82491613793",2017,www.operavoyageur.fr,opéra,,,,
FEST_58149_3509,Fête de l'accordéon,Musique,Bourgogne-Franche-Comté,Luzy,"46.7965929965, 3.99922728747",2009,https://fetedelaccordeon.com/,"Chanson ou variété française, Jazz, blues, Musique classique, Musique contemporaine, Musiques du monde, Musiques traditionnelles, Pop, rock",,,,
FEST_46226_5219,Ségal'arts,Spectacle vivant,Occitanie,Prendeignes,"44.6977109541, 2.07671859473",1995,www.prendeignes.fr,,Arts de la rue,,,
FEST_65296_3604,Musiques et vins en Madiran,Musique,Occitanie,Madiran,"43.5517824555, -0.057201539613",2001,Musique en Madiran,,,,,
FEST_15117_3652,Lez'arts de la rue,Spectacle vivant,Auvergne-Rhône-Alpes,Marcolès,"44.7824610941, 2.35726989792",1994,http://www.marcoles-animation.fr/,,Arts de la rue,,,
FEST_81162_3816,Festiv'Autan,Musique,Occitanie,Maurens-Scopont,"43.5965308671, 1.81343450611",2017,https://www.festivaldautan.com/,,,,,
FEST_25395_4033,Ebulli'Son,Musique,Bourgogne-Franche-Comté,Montfaucon,"47.2418571296, 6.08660837587",2018,https://ebullison.fr/,"Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musique contemporaine, Pop, rock, Variétés internationales",,,,
FEST_50349_4055,Chauffer dans la noirceur,Musique,Normandie,Montmartin-sur-Mer,"48.9910212765, -1.52994382531",1993,https://www.chaufferdanslanoirceur.org/,"Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, RnB, Variétés internationales",,,,
FEST_67348_4494,Pisteurs d'Etoiles,Spectacle vivant,Grand Est,Obernai,"48.4593467321, 7.48006434701",1995,https://www.pisteursdetoiles.com/,,Arts du cirque,,,
FEST_67359_4497,SummerLied,Musique,Grand Est,Ohlungen,"48.8121908123, 7.69421854068",1997,https://summerlied.org/,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles",,,,
FEST_06128_6095,Festival de Saint-Paul-De-Vence,Musique,Provence-Alpes-Côte d'Azur,Saint-Paul-de-Vence,"43.6950190291, 7.12116951865",2011,www.festivalsaintpauldevence.com,Jazz et classique,,,,
FEST_34187_4508,Autour du Quatuor,Musique,Occitanie,Olargues,"43.540135455, 2.91772316116",2005,https://www.amvjo.org/index.php,Musique classique,,,,
FEST_34187_4509,Festibaloche,Musique,Occitanie,Olargues,"43.540135455, 2.91772316116",2000,https://www.festibaloche.com,,,,,
FEST_29190_5070,Visions,Musique,Bretagne,Plougonvelin,"48.3513274854, -4.71760872698",2013,https://www.festivalvisions.com/,"Musiques traditionnelles, Musiques électroniques, techno, Pop, rock, Musique contemporaine",,,,
FEST_38323_5223,Pré en bulles,Spectacle vivant,Auvergne-Rhône-Alpes,Pressins,"45.5266905652, 5.63237187242",2009,http://festivalpreenbulles.blogspot.com,,Arts de la rue,,,
FEST_17291_5236,"Aux Arts, Puilborains !",Spectacle vivant,Nouvelle-Aquitaine,Puilboreau,"46.1853935247, -1.11393605159",2015,http://www.mairie-puilboreau.fr/,,Arts de la rue,,,
FEST_29232_5266,Semaines Musicales,Musique,Bretagne,Quimper,"47.9971425162, -4.09111944455",1979,www.semaines-musicales.bzh,,,,,
FEST_83101_5284,Festival de Ramatuelle,Spectacle vivant,Provence-Alpes-Côte d'Azur,Ramatuelle,"43.2186126186, 6.63754734174",1985,festivalderamatuelle.com,,,,,
FEST_83101_5285,Jazz à ramatuelle,Musique,Provence-Alpes-Côte d'Azur,Ramatuelle,"43.2186126186, 6.63754734174",1986,https://jazzaramatuelle.com,Jazz,,,,
FEST_83152_5297,Soirées romantiques,Musique,Provence-Alpes-Côte d'Azur,Rayol-Canadel-sur-Mer,"43.1642973413, 6.47477478292",1994,www.domainedurayol.org,"Musique classique, musiques du monde",,,,
FEST_22266_5507,KLASIK - Musiques classiques et contemporaines au coeur de la Bretagne,Musique,Bretagne,Rostrenen,"48.2215427736, -3.31179704668",2012,http://www.festival-klasik.fr/,"Musique classique, Musique contemporaine",,,,
FEST_87131_5583,Les Cheminées du Rock,Musique,Nouvelle-Aquitaine,Saillat-sur-Vienne,"45.8704899446, 0.834066842263",2008,http://leschemineesdurock.wix.com/festival,Musiques actuelles,,,,
FEST_71394_5675,Musique en Charolais-Brionnais,Musique,Bourgogne-Franche-Comté,Saint-Bonnet-de-Joux,"46.4782854677, 4.43348327243",2005,www.musique-en-charolais-brionnais.com,Musique classique,,,,
FEST_89345_5837,Festival en Othe,Spectacle vivant,Bourgogne-Franche-Comté,Saint-Florentin,"47.996991653, 3.70472818773",1991,https://www.festivalenothe.net/,,,,,
FEST_30003_26,Musique en cour jazz & lyrique,Musique,Occitanie,Aigues-Mortes,"43.5507249635, 4.18349802063",2019,"https://www.eterritoire.fr/detail/activites-touristiques/musique-en-cour/2468467671/occitanie,gard,aigues-mortes(30220)",Musique afro jazz,,,,
FEST_50502_5981,Festival des Traversées Tatihou,Musique,Normandie,Saint-Lô,"49.1099624249, -1.07755642702",1995,https://www.manche.fr/culture/,,,,,
FEST_89368_6163,Les nuits de Saint-Sauveur,Musique,Bourgogne-Franche-Comté,Saint-Sauveur-en-Puisaye,"47.6390792978, 3.20437842755",2014,http://www.lesnuitsdesaintsauveur.fr/contact/,,,,,
FEST_24520_6244,Les Jeux du Théâtre,Spectacle vivant,Nouvelle-Aquitaine,Sarlat-la-Canéda,"44.8983558068, 1.2066486429",1952,http://www.festival-theatre-sarlat.com/,,Théâtre,,,
FEST_19251_6246,Festival Chants Danses et Musiques du Monde de Saran,Spectacle vivant,Nouvelle-Aquitaine,Sarran,"45.4121016966, 1.93125887963",1992,http://www.festivalfolklore-sarran.sitew.com,,Spectacle vivant pluridisciplinaire,,,
FEST_89387_6329,Salon du polar de Sens,"Livre, littérature",Bourgogne-Franche-Comté,Sens,"48.1956727015, 3.29793332552",2017,"https://www.creee.org/salon-livre-jeunesse-chalon/#:~:text=Du%2011%20au%2013%20juin,Parc%20des%20expositions&text=Un%20super%20programme%20vous%20attend,vers%20la%20page%20Facebook%20d%C3%A9di%C3%A9e.",,,,,
FEST_67482_6440,Festival du Livre Audio et du Podcast,"Livre, littérature",Grand Est,Strasbourg,"48.5712679849, 7.76752679517",2011,http://www.laplumedepaon.com,,,,,livre audio
FEST_33522_6499,En Plein Arts,Spectacle vivant,Nouvelle-Aquitaine,Talence,"44.8060817507, -0.591124592873",2014,fr-fr.facebook.com/enpleinarts/,,Spectacle vivant pluridisciplinaire,,,
FEST_83138_6725,Jazz de Tourrettes,Musique,Provence-Alpes-Côte d'Azur,Tourrettes,"43.6140539601, 6.72378364475",2002,www.mairie-tourrettes-83.fr,Jazz,,,,
FEST_53267_6840,Festival de l’Oriolet,Musique,Pays de la Loire,Vaiges,"48.0506374243, -0.471285801786",2018,https://www.loriolet.com/,,,,,
FEST_71570_6998,Verjux Saône System,Musique,Bourgogne-Franche-Comté,Verjux,"46.877805287, 4.97685538795",2006,http://www.verjuxsaonesystem.com/,,,,,
FEST_78688_7195,La Tour Met Les Watts,Musique,Île-de-France,Voisins-le-Bretonneux,"48.758677648, 2.04850691768",2017,https://latourmetleswatts.com/,"Musiques électroniques, techno, Hip-hop, rap, slam, Reggae, Dub",,,,
FEST_30003_24,Écran libre - festival international du court-métrage,"Cinéma, audiovisuel",Occitanie,Aigues-Mortes,"43.5507249635, 4.18349802063",1996,http://ecranlibre-aiguesmortes.fr,,,Court métrage,,
FEST_13001_51,Images mouvementées,"Cinéma, audiovisuel",Provence-Alpes-Côte d'Azur,Aix-en-Provence,"43.5360708378, 5.39857444582",2003,www.imagesmouvementees.fr,,,,,
FEST_31011_303,À vous de voir - Le festival,Spectacle vivant,Occitanie,Arbas,"42.9925595052, 0.905628547412",2009,(en cours de réfection),,"Théâtre, danse",,,
FEST_13004_337,"Arelate, journées romaines d'arles",Spectacle vivant,Provence-Alpes-Côte d'Azur,Arles,"43.5468692378, 4.66215642574",2007,www.festival-arelate.com,,,,,
FEST_59033_456,Les nuits secrètes,Musique,Hauts-de-France,Aulnoye-Aymeries,"50.2058749072, 3.83263118494",2002,https://www.lesnuitssecretes.com,"Chanson ou variété française, Hip-hop, rap, slam, Musiques électroniques, techno, Pop, rock",,,,
FEST_15014_465,10ème art,"Arts visuels, arts numériques",Auvergne-Rhône-Alpes,Aurillac,"44.9245233686, 2.44162453828",2016,www.10emeart-festival.com,,,,"Peinture, Street art",
FEST_84007_541,Les rencontres festives de l'épicycle,Musique,Provence-Alpes-Côte d'Azur,Avignon,"43.9352448339, 4.84071572505",2005,WWW.CRREASUD.COM,Musiques du monde,,,,
FEST_59043_594,En Nord Beat,Musique,Hauts-de-France,Bailleul,"50.7274252798, 2.7379912081",2015,https://www.ennordbeat.fr/,"Chanson, variété française, Musique électronique, Pop, Musiques du monde, Rap, Ska, Punk-rock, Hip-hop",,,,
FEST_56009_603,Plage musicale en Bangor,Musique,Bretagne,Bangor,"47.313014109, -3.1920046614",2006,www.belleilemusique.com,"Musique contemporaine, Musique classique",,,,
FEST_55029_626,Fête du printemps,Spectacle vivant,Grand Est,Bar-le-Duc,"48.7642280465, 5.16346492169",2018,www.asso-bereal.fr,,Arts de la rue,,,
FEST_60057_700,Ciné rural,"Cinéma, audiovisuel",Hauts-de-France,Beauvais,"49.4365523321, 2.08616123661",2018,www.cinerural60.com,,,,,
FEST_12026_755,Bretelle(s) Festival,Musique,Occitanie,Bertholène,"44.3951997527, 2.78341531364",2018,https://bretellesfestival.com/,,,,,
FEST_32048_790,L'Art contre l'adversité,Musique,Occitanie,Betcave-Aguin,"43.4451021606, 0.683256837932",2013,https://www.musicalesdescoteaux.fr/,Musique classique,,,,
FEST_64122_807,Colorama Street Art festival,"Arts visuels, arts numériques",Nouvelle-Aquitaine,Biarritz,"43.4695847227, -1.55309857519",2015,https://www.coloramafestival.fr/,,,,,
FEST_33058_850,Pas'sage,Spectacle vivant,Nouvelle-Aquitaine,Blaye,"45.127899764, -0.669707092291",2015,http://www.chantierstheatre.com/,,Théâtre,,,
FEST_73054_970,Académie festival des Arcs,Musique,Auvergne-Rhône-Alpes,Bourg-Saint-Maurice,"45.6647980545, 6.76637903907",1973,https://festivaldesarcs.com/,Musique classique,,,,
FEST_14118_1142,Festival Eclat(s) de rue,Spectacle vivant,Normandie,Caen,"49.1847936737, -0.369801713036",2015,https://caen.fr/eclatsderue,,Arts de la rue,,,
FEST_40065_1240,Little Festival,Musique,Nouvelle-Aquitaine,Capbreton,"43.6323255498, -1.42907243956",2017,http://www.little-festival.fr/,Musiques actuelles,,,,
FEST_50102_1275,Moments Musicaux de la Baie du Mont St Michel,Musique,Normandie,Carolles,"48.749037599, -1.55955935077",2001,moments-musicaux.fr,Musique classique,,,,
FEST_66046_1329,Estivales en Fenouillèdes,Musique,Occitanie,Caudiès-de-Fenouillèdes,"42.8195033862, 2.37751985492",2012,www.arpegesenfenouilledes.fr,,,,,
FEST_63075_1418,Volcadiva,Musique,Auvergne-Rhône-Alpes,Chamalières,"45.7747966551, 3.0612681838",1998,volcadiva.com,"Chanson ou variété française, jazz, blues, Musique classique, Musique contemporaine, Musiques du monde, Musiques traditionnelles, Opéra, Variétés internationales",,,,
FEST_41034_1440,Festival de Chambord,Musique,Centre-Val de Loire,Chambord,"47.6160275858, 1.54153082337",2011,www.chambord.org,"Musique classique, Musique contemporaine, Opéra",,,,
